Year,Mo,Dy,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
2016,8,20,JAPAN,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,10,6,,,,,,
2016,8,24,ITALY,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.723,13.188,4,6.2,299,15,368,5000,,
2016,8,24,MYANMAR (BURMA),MYANMAR (BURMA): CHAUK,20.923,94.569,82,6.8,4,,20,10,,230
2016,9,1,NEW ZEALAND,NEW ZEALAND:  GISBORNE,-37.359,179.146,19,7,,,,,,
2016,9,10,TANZANIA,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618,40,5.9,23,,252,458,1172,6281
2016,9,11,MACEDONIA,BALKANS NW:  MACEDONIA,42.008,21.488,13,5.1,,,137,10,,
2016,9,12,SOUTH KOREA,SOUTH KOREA:  GYEONGJU,35.781,129.216,13,5.4,1,,14,21,,106
2016,9,23,RWANDA,RWANDA:  RISUZI; CONGO:  UKAVU,-2.65,29.06,10,4.8,8,,,,22,
2016,9,28,NICARAGUA,NICARAGUA:  LEON,12.442,-86.515,8,5.5,1,,5,,6,487
2016,10,1,PAKISTAN,"PAKISTAN:  MANSEHRA, NARAN",34.905,73.682,10,5.4,1,,,,,
2016,10,21,JAPAN,JAPAN:  KURAYOSHI,35.374,133.809,6,6.2,,,7,100,2,160
2016,10,26,ITALY,"ITALY:  VISSO, USSITA",42.956,13.067,10,6.1,1,,,,,1001
2016,10,30,ITALY,ITALY: NORCIA,42.862,13.096,8,6.6,2,,20,200,,
2016,11,7,USA,OKLAHOMA:  CUSHING,35.991,-96.803,4,5,,,,20,,50
2016,11,13,NEW ZEALAND,NEW ZEALAND:  AMBERLEY,-42.737,173.054,15,7.8,2,,,3900,,
2016,11,21,JAPAN,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9,6.9,,,15,,,
2016,11,24,NICARAGUA,NICARAGUA,11.91,-88.897,10,6.9,,,,,,
2016,11,25,CHINA,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,17,6.6,1,,,5.5,,
2016,11,27,NEPAL,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,10,5.4,1,,1,,2,
2016,11,29,POLAND,POLAND:  RUDNA,51.613,16.157,5,4.2,8,,9,,,
2016,12,1,COSTA RICA,"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,1,5.3,,,,,,60
2016,12,1,PERU,"PERU:  PUNO, LAMPA",-15.312,-70.827,12,6.2,1,,17,,8,40
2016,12,6,INDONESIA,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,13,6.5,104,,857,100,245,18752
2016,12,8,CHINA,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,18,6,1,,,135,,
2016,12,8,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.681,161.327,40,7.8,1,,,,191,126
2016,12,9,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.749,161.132,20,6.9,,,,,,
2016,12,17,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,95,7.9,,,,,,
2016,12,19,ECUADOR,ECUADOR:  ESMERALDAS,0.875,-79.708,10,5.4,3,,47,,10,70
2016,12,25,CHILE,CHILE,-43.406,-73.941,38,7.6,,,,,,
2017,1,3,INDIA,INDIA:  AMBASA;  BANGLADESH,24.015,92.018,32,5.7,3,,,,1492,5200
2017,1,3,FIJI,FIJI ISLANDS,-19.373,176.052,12,6.9,,,,,,
2017,1,6,IRAN,IRAN:  KHONJ,28.2,53.107,10,5,4,,4,,,
2017,1,11,MADAGASCAR,MADAGASCAR: ANTSIRABE,-20.16,46.647,7,5.5,2,,,,,
2017,1,18,ITALY,ITALY:  FARINDOLA,42.601,13.227,7,5.7,34,,11,18,,
2017,1,22,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,135,7.9,3,,,,,
2017,2,6,TURKEY,TURKEY:  CANAKKALE,39.599,26.065,10,5.3,,,5,,,90
2017,2,6,COLOMBIA,COLOMBIA:  HUILA,3.449,-74.672,38,5.5,,,,,,378
2017,2,7,PAKISTAN,PAKISTAN:  PASNI,25.191,63.264,29,6.3,,,,,20,
2017,2,10,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.452,15,6.5,8,,202,40,215,3042
2017,2,24,ZAMBIA,ZAMBIA:  KAPUTA,-8.44,30.031,30,5.9,,,5,,,
2017,3,5,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,11,5.7,1,,45,,13,
2017,3,13,MYANMAR (BURMA),MYANMAR (BURMA):  THARRAWADDY,17.399,96,10,5.1,2,,36,,,
2017,3,21,INDONESIA,INDONESIA:  BALI,-8.492,115.323,112,5.6,,,4,,,
2017,3,26,CHINA,CHINA:   YUNNAN PROVINCE,25.938,99.841,28,5,,,1,31,,
2017,4,5,IRAN,IRAN:  SEFID SANG,35.776,60.436,13,6.1,2,,11,,,
2017,4,8,PHILIPPINES,"PHILIPPINES: BATANGAS, CALABARZON",13.77,120.935,14,5.9,,,6,2,506,2108
2017,4,10,EL SALVADOR,"EL SALVADOR: SAN SALVADOR,SOYAPANGO",13.766,-89.155,10,4.8,1,,3,,,
2017,4,24,CHILE,CHILE:  VALPARAISO,-33.038,-72.062,28,6.9,,,,,,
2017,4,28,PHILIPPINES,PHILIPPINES: SARANGANI,5.504,125.066,26,6.9,,,7,,1,
2017,5,1,CANADA,ALASKA:  SKAGWAY; CANADA:  BRITISH COLUMBIA,59.821,-136.711,10,6.2,,,,,,
2017,5,3,TAJIKISTAN,"KYRGYZSTAN:  OSH, BATKEN",39.494,71.444,11,6,,,,,537,
2017,5,10,CHINA,"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK",37.643,75.31,8,5.4,8,,23,123,3015,
2017,5,11,AZERBAIJAN,IRAN:  ARDABIL,39.816,48.57,63,5.1,,,20,,,85
2017,5,13,IRAN,IRAN: KHORASAN,37.769,57.206,8,5.6,3,,417,2,,
2017,5,25,TANZANIA,TANZANIA: MWANZA,-3.043,32.888,10,4.4,1,,18,,,
2017,5,28,TURKEY,"TURKEY: MANISA: SARUHANLI, GOLMARMARA",38.764,27.778,3,4.9,,,,,,35
2017,5,29,INDONESIA,INDONESIA:  SULAWESI:  POSO,-1.292,120.431,12,6.6,,,25,,5,348
2017,6,12,GREECE,GREECE: LESBOS,38.93,26.365,12,6.3,1,,15,,10,250
2017,6,14,GUATEMALA,"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO",14.909,-92.009,93,6.9,5,,30,,,
2017,6,21,NEPAL,NEPAL:  DHADING,27.64,85.17,,3.2,1,,1,,,
2017,6,22,GUATEMALA,"GUATEMALA: ESCUINTLA, SUCHITEPEQUEZ, GUATEMALA",13.717,-90.972,38,6.8,,,4,,,53
2017,6,24,MOZAMBIQUE,MOZAMBIQUE,-19.45,34.488,27,5.6,,,4,,2,2
2017,7,6,PHILIPPINES,PHILIPPINES: LEYTE,11.127,124.629,9,6.5,4,,448,5,735,1029
2017,7,17,RUSSIA,RUSSIA: BERING ISLAND,54.443,168.857,10,7.7,,,,,,
2017,7,18,PERU,PERU:  AREQUIPA,-16.416,-73.636,44,6.4,1,,1,,,
2017,7,20,TURKEY,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.929,27.414,7,6.6,2,,500,,,
2017,8,2,CHILE,CHILE:  SANTIAGO,-33.212,-70.626,92,5.4,1,,,,,
2017,8,8,CHINA,CHINA:  SICHUAN PROVINCE:  ABA,33.193,103.855,9,6.5,29,,525,500,100,72500
2017,8,8,CHINA,CHINA:  XINGJIANG: BORTALA,44.302,82.832,20,6.3,,,32,,142,1060
2017,8,11,PERU,PERU: AREQUIPA,-16.299,-73.474,41,5.6,1,,,,,
2017,8,13,PERU,PERU:  JUNIN,-10.721,-74.566,32,5.8,1,,2,,,
2017,8,21,ITALY,ITALY:  ISCHIA ISLAND,40.783,13.939,3,4.2,2,,42,,,
2017,8,22,PHILIPPINES,PHILIPPINES: LEYTE: ORMOC,10.954,124.707,17,5,2,,,,,56
2017,9,8,MEXICO,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",15.022,-93.899,47,8.2,98,,251,4000,47468,94027
2017,9,19,MEXICO,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",18.55,-98.489,48,7.1,369,,6000,8000,226,184000
2017,9,23,MEXICO,MEXICO:  OAXACA,16.626,-95.078,10,6.1,5,,7,,11,
2017,9,23,PHILIPPINES,PHILIPPINES: MINDANAO: LANAO DEL SUR PROVINCE,7.562,124.743,8,5.7,,,11,,55,1659
2017,10,31,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.697,169.149,24,6.7,,,,,,
2017,10,31,INDONESIA,INDONESIA:  MALUKU:  AMBON,-3.745,127.752,6,6.1,1,,,,,14
2017,11,1,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.648,168.859,22,6.6,,,,,,
2017,11,12,IRAN,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.911,45.959,19,7.3,630,,12900,750,15500,14500
2017,11,13,COSTA RICA,COSTA RICA: JACO,9.515,-84.487,19,6.5,2,,,,,
2017,11,15,SOUTH KOREA,SOUTH KOREA: POHANG,36.074,129.28,10,5.5,,,90,75.8,,2165
2017,11,17,CHINA,CHINA:  TIBET (XIZANG PROVINCE): NYINGCHI,29.833,94.984,8,6.4,,,3,,,3000
2017,11,18,INDONESIA,INDONESIA: NORTH MALUKU: MOROTAI,2.465,128.148,8,5.8,1,,,,,294
2017,11,19,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.638,168.673,14,6.3,,,,,,
2017,11,19,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.503,168.598,13,6.6,,,,,,
2017,11,19,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.325,168.672,10,7,,,,,,
2017,11,23,CHINA,CHINA: CHONGQING: WULONG,29.349,108.058,10,5.1,,,8,1.5,1,30
2017,12,1,IRAN,IRAN:  KERMAN,30.746,57.307,9,6.1,,,51,,,
2017,12,15,INDONESIA,INDONESIA:  JAVA,-7.492,108.174,90,6.5,4,,36,,,4825
2017,12,20,IRAN,IRAN:  ALBORZ,35.649,50.962,10,4.9,2,,117,,,
2017,12,26,IRAN,"IRAN: ALBORZ, TEHRAN",35.716,51.256,10,4,1,,57,,,
2018,1,4,MONTENEGRO,BALKANS NW:  MONTENEGRO: BERANE,42.66,19.862,10,5.1,,,,,,
2018,1,6,IRAN,IRAN:  KERMANSHAH,34.585,45.77,10,5,,,51,,,
2018,1,8,NETHERLANDS,THE NETHERLANDS: GRONINGEN,53.2,6.6,,3.4,,,,,,
2018,1,10,HONDURAS,HONDURAS,17.483,-83.52,19,7.5,,,,,,7
2018,1,11,IRAN,IRAN: KERMANSHAH,33.713,45.724,10,5.5,,,13,,,
2018,1,14,PERU,PERU: YAUCA,-15.768,-74.709,38,7.1,2,,139,,259,1577
2018,1,23,INDONESIA,INDONESIA:  JAVA:  BANTEN,-7.092,105.963,48,5.9,1,,11,,,2760
2018,1,23,USA,ALASKA:  KODIAK ISLAND,56.004,-149.166,14,7.9,,,,,,
2018,1,31,AFGHANISTAN,AFGHANISTAN; PAKISTAN:  BALUCHISTAN,36.526,70.851,194,6.2,2,,15,,,
2018,1,31,ECUADOR,ECUADOR:  PASTAZA,-1.744,-77.672,21,5.2,1,,,,,
2018,2,6,TAIWAN,TAIWAN:  HUALIEN,24.134,121.659,17,6.4,17,,291,,4,
2018,2,16,MEXICO,MEXICO:  OAXACA,16.386,-97.979,22,7.2,14,,19,,,1000
2018,2,25,PAPUA NEW GUINEA,"PAPUA NEW GUINEA: S HIGHLANDS, HELA;  INDONESIA",-6.07,142.754,25,7.5,145,,300,290,,
2018,2,28,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  S HIGHLANDS,-6.17,142.468,16,6.1,1,,,,,
2018,3,4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  S HIGHLANDS,-6.331,142.599,10,6,11,,,,,
2018,3,4,USA,"OKLAHOMA: BRECKENRIDGE, ENID",36.478,-97.741,8,4.2,,,,,,
2018,3,6,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  S HIGHLANDS, HELA",-6.304,142.612,20,6.7,25,,,,1,
2018,4,1,IRAN,IRAN:  KERMANSHAH,34.403,45.748,10,5,,,54,,,
2018,4,3,VENEZUELA,VENEZUELA:  MERIDA,8.346,-71.719,10,4.9,,,,,,28
2018,4,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  HELA,-5.838,142.531,18,6.3,4,,,,,
2018,4,8,JAPAN,JAPAN:  SHIMANE PREFECTURE,35.259,132.553,10,5.7,,,8,,,429
2018,4,10,ITALY,ITALY:  MUCCIA,43.066,13.052,10,4.7,,,,,,
2018,4,18,INDONESIA,INDONESIA:  JAVA:  BANJARNEGARA,-7.248,109.654,10,4.5,3,,21,,,316
2018,4,24,TURKEY,TURKEY:  ADIYAMAN,37.596,38.514,10,5.2,,,39,,,
2018,5,2,IRAN,IRAN:  KOHGILUYEH AND BOYER-AHMAD: SISAKHT,30.705,51.49,8,5.3,,,133,,,
2018,5,3,SOUTH AFRICA,SOUTH AFRICA:  WEST RAND,-26.4,27.5,,2.1,7,,6,,,
2018,5,4,USA,HAWAIIAN ISLANDS: PUNA DISTRICT,19.318,-155,6,6.9,,,1,370,716,
2018,5,5,POLAND,POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ,50.124,18.683,1,4.1,5,,2,,,
2018,5,6,JAPAN,JAPAN:  HONSHU:  S. OF,31.444,140.193,10,5.4,,,,,,
2018,5,6,EL SALVADOR,"EL SALVADOR:  LA UNION, SAN MIGUEL",13.104,-88.062,10,5.4,,,1,,11,298
2018,5,9,AFGHANISTAN,AFGHANISTAN: TAKHAR;  PAKISTAN,36.994,71.382,116,6.2,,,13,,,45
2018,5,15,COMOROS,COMOROS:  MAYOTTE,-12.776,45.581,17,5.9,,,3,,,
2018,5,27,CHINA,CHINA:  JILIN PROVINCE:  NINGJIANG,45.236,124.642,10,5.3,,,,,,10000
2018,6,5,AZERBAIJAN,AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.786,22,5.3,1,,31,,,
2018,6,12,COLOMBIA,COLOMBIA:  PASTO,1.067,-77.272,12,4.9,2,,7,,1,
2018,6,13,INDONESIA,"INDONESIA:  MADURA ISLAND, JAVA",-7.001,113.888,10,4.6,,,6,,,77
2018,6,17,JAPAN,JAPAN:  OSAKA,34.825,135.639,10,5.5,5,,417,7000,,6766
2018,7,21,INDONESIA,INDONESIA: SUMATRA: SOLOK,-0.969,100.769,10,5.2,1,,2,,2,
2018,7,22,IRAN,IRAN:  KERMANSHAH,34.591,46.166,12,5.8,,,287,,,951
2018,7,28,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.24,116.508,14,6.4,17,,355,,5448,
2018,8,5,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.258,116.438,34,6.9,560,,7733,509,,83392
2018,8,9,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.307,116.23,15,5.9,6,,24,,,
2018,8,12,CHINA,CHINA:   YUNNAN PROVINCE:  YUXI,24.298,102.91,10,5,,,24,74,,8000
2018,8,19,FIJI,FIJI ISLANDS,-18.113,-178.153,600,8.2,,,,,,
2018,8,19,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.337,116.599,16,6.3,2,,1,,,1705
2018,8,19,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.319,116.627,21,6.9,11,,,,,1800
2018,8,21,VENEZUELA,VENEZUELA:  SUCRE; TRINIDAD,10.773,-62.902,147,7.3,5,,,,,
2018,8,25,IRAN,IRAN:  KERMANSHAH,34.611,46.242,10,6,2,,267,,,2600
2018,8,29,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.03,170.126,21,7.1,,,,,,
2018,9,5,JAPAN,JAPAN:  HOKKAIDO,42.686,141.929,35,6.6,44,,660,2000,,15000
2018,9,6,FIJI,FIJI ISLANDS,-18.474,179.35,671,7.9,,,,,,
2018,9,7,IRAN,IRAN:  KERMAN,28.326,59.32,10,5.6,1,,2,,,
2018,9,8,CHINA,CHINA: YUNNAN PROVINCE:  MOJIANG HANI,23.332,101.578,8,5.7,,,28,,,29000
2018,9,12,INDIA,INDIA:  WEST BENGAL,26.371,90.161,10,5.3,1,,,,,
2018,9,28,INDONESIA,INDONESIA:  SULAWESI,-0.401,119.771,5,6.1,1,,10,,,
2018,9,28,INDONESIA,INDONESIA:  SULAWESI,-0.256,119.846,20,7.5,4340,667,10679,1500,3673,39191
2018,10,7,HAITI,HAITI: PORT-DEX-PAIX,20.034,-73.013,24,5.9,18,,580,,2102,15932
2018,10,10,INDONESIA,"INDONESIA:  MADURA ISLAND, JAVA",-7.453,114.455,9,6,4,,36,,,433
2018,10,16,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.743,169.522,17,6.5,,,,,,
2018,10,25,GREECE,"GREECE:  IONIAN SEA:  ZAKYNTHOS, STROFADES",37.52,20.557,14,6.8,,,3,,,120
2018,11,14,INDONESIA,INDONESIA:  SULAWESI:  MAMASA,-2.907,119.392,14,5.5,7,,,,8,
2018,11,25,IRAN,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.361,45.744,18,6.3,1,,759,,,
2018,11,28,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  BAGHLAN,35.808,68.687,22,4.9,,,9,,,60
2018,11,30,USA,ALASKA:  ANCHORAGE,61.316,-149.925,54,7,,,117,150,2,1650
2018,12,5,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.95,169.427,10,7.5,,,,,,
2018,12,15,VANUATU,VANUATU ISLANDS: AMBRYM ISLAND,-16.416,168.22,11,5.4,,,,,,
2018,12,16,CHINA,CHINA:  SICHUAN:  YIBIN,28.295,105.013,18,5.3,,,17,7.255,15,6145
2018,12,22,MOZAMBIQUE,MOZAMBIQUE; ZIMBABWE,-20.643,32.803,16,5.6,,,10,,600,
2018,12,26,ITALY,ITALY:  SICILY:  CATANIA,37.63,15.1,1,5,,,28,115,15,
2019,1,3,CHINA,CHINA:  SICHUAN:  YIBIN,28.19,104.918,10,4.8,,,774,,,691
2019,1,6,IRAN,IRAN:  KERMANSHAH: SARPOL-E ZAHAB,34.125,45.679,14,5.6,,,75,,,
2019,1,12,POLAND,POLAND:  RUDNA,51.547,16.111,1,3.7,1,,6,,,
2019,1,20,CHILE,"CHILE:  COQUIMBO, LA SERENA",-30.04,-71.382,63,6.7,2,,,,,1061
2019,1,22,POLAND,POLAND:  RYDULTOWY,50.11,18.456,5,3.9,1,,8,,,
2019,1,26,COLOMBIA,"COLOMBIA:  CAUCA, HUILA",3.035,-75.738,10,5.6,1,,,,,
2019,2,1,INDIA,INDIA:  MAHARASHTRA:  PALGHAR,19.9,72.8,5,3.6,1,,,,,
2019,2,1,MEXICO,MEXICO:  CHIAPAS; GUATEMALA:  SAN MARCOS,14.68,-92.453,66,6.7,,,4,,,
2019,2,5,AZERBAIJAN,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.896,48.607,10,5,,,30,,,3000
2019,2,22,ECUADOR,"ECUADOR: AZUAY, MANABI, MORONA SANT.; PERU",-2.186,-77.051,145,7.5,1,,9,,5,75
2019,2,25,CHINA,CHINA:  SICHUAN PROVINCE: RONGXIAN,29.47,104.609,10,4.9,2,,12,2,9,10911
2019,2,27,INDONESIA,INDONESIA: SUMATRA: SOLOK,-1.323,101.578,10,5.4,,,48,,,343
2019,3,1,PERU,PERU:  AREQUIPA,-14.713,-70.155,267,7,1,,2,,1,17
2019,3,17,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.418,116.521,10,5.6,6,,182,,843,3613
2019,3,21,TANZANIA,"TANZANIA:  SONGWE, MBEYA",-7.914,32.109,22,5.5,1,,,,4,
2019,4,12,INDONESIA,INDONESIA:  SULAWESI ISLAND: LUWUK,-1.852,122.553,18,6.8,1,,,,,
2019,4,18,TAIWAN,TAIWAN:  HUALIEN,23.989,121.693,20,6.1,1,,16,,,
2019,4,22,PHILIPPINES,PHILIPPINES:  PAMPANGA PROVINCE,14.924,120.497,20,6.1,18,3,183,50,1046,3329
2019,5,6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MOROBE: WAMPAR,-6.977,146.44,127,7.2,,,,,130,
2019,5,14,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS",-4.051,152.597,10,7.6,,,,,,
2019,5,17,CHINA,CHINA:  JILIN PROVINCE:  SONGYUAN,45.205,124.611,17,4.8,,,,,,167
2019,5,22,NETHERLANDS,THE NETHERLANDS: GRONINGEN,53.394,6.586,10,3.2,,,,,,840
2019,5,26,PERU,"PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR",-5.796,-75.298,110,8,2,,30,,,
2019,5,30,EL SALVADOR,EL SALVADOR:  SAN SALVADOR,13.199,-89.306,58,6.6,1,,1,,,2
2019,6,1,ALBANIA,ALBANIA:  KORCE,40.501,20.722,10,5.2,,,4,,,100
2019,6,14,CHILE,CHILE:  COQUIMBO,-30.056,-72.082,11,6.4,,,,,,
2019,6,15,NEW ZEALAND,"KERMADEC ISLANDS:  S OF, RAOUL",-30.805,-178.095,34,7.2,,,,,,
2019,6,17,CHINA,CHINA:  SICHUAN:  YIBIN,28.405,104.957,10,5.8,13,,200,1300,,12700
2019,6,18,JAPAN,JAPAN:  NIIGATA PREFECTURE,38.646,139.472,12,6.4,,,28,,,144
2019,7,1,POLAND,POLAND:  KATOWICE,50.287,18.997,,3.1,3,,6,,,
2019,7,4,USA,CALIFORNIA:  RIDGECREST;  NEVADA,35.705,-117.506,11,6.4,1,,,50,,
2019,7,6,USA,CALIFORNIA:  RIDGECREST,35.766,-117.605,8,7.1,,,,5300,101,287
2019,7,8,IRAN,IRAN:  MASJED-E SOLEYMAN,31.775,49.542,10,5.7,1,,128,,,
2019,7,9,PHILIPPINES,"PHILIPPINES:  MINDANAO:  MAKILALA, TULUNAN",6.802,125.169,24,5.6,1,,3,,,119
2019,7,12,PHILIPPINES,PHILIPPINES: MINDANAO: SURIGAO DEL SUR PROVINCE,9.334,126.04,14,5.8,,,59,0.71,67,2085
2019,7,14,INDONESIA,INDONESIA:  MOLUCCA ISLANDS:  N,-0.529,128.093,10,7.3,8,,134,,1176,1158
2019,7,19,GREECE,GREECE:  ATHENS,38.115,23.505,10,5.3,,,4,,,
2019,7,24,INDIA,INDIA:  MAHARASHTRA:  PALGHAR,20,72.9,10,3.8,1,,,,,
2019,7,26,PHILIPPINES,PHILIPPINES:  BATANES:  ITBAYAT,20.807,121.986,10,6,9,,64,0.925,,266
2019,8,2,INDONESIA,INDONESIA:  JAVA:  BANTEN,-7.282,104.791,49,6.9,8,,8,,13,458
2019,8,7,TAIWAN,TAIWAN:  TAIPEI,24.475,121.947,10,5.9,1,,,,,
2019,8,8,TURKEY,TURKEY:  DENIZLI,37.948,29.697,10,5.8,,,,,,976
2019,9,7,CHINA,CHINA:  SICHUAN PROVINCE: NEIJIANG,29.573,105.064,10,5.1,1,,63,,132,5041
2019,9,21,ALBANIA,ALBANIA:  DURRES,41.381,19.454,10,5.6,,,132,45,,569
2019,9,24,PAKISTAN,PAKISTAN:  MIRPUR DISTRICT,33.106,73.766,10,5.6,39,,746,17,1756,5709
2019,9,25,INDONESIA,INDONESIA:  MALUKU:  AMBON,-3.45,128.347,18,6.5,31,,179,,,2675
2019,9,26,TURKEY,TURKEY:  ISTANBUL,40.89,28.173,10,5.7,1,,34,,,473
2019,9,26,CHILE,CHILE:  SOUTH CENTRAL,-40.815,-72.002,129,6.1,1,,,,,
2019,9,29,CHILE,CHILE:  CONCEPCION,-35.473,-73.162,11,6.8,1,,,,,
2019,10,10,INDONESIA,INDONESIA:  PASSO,-3.65,128.216,54,5,1,,2,,,
2019,10,16,PHILIPPINES,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",6.712,125.005,14,6.4,7,,215,,506,2664
2019,10,29,PHILIPPINES,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",6.802,125.04,15,6.6,13,,562,,23303,15306
2019,10,31,PHILIPPINES,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.91,125.156,10,6.5,10,,,,,
2019,11,7,IRAN,IRAN: MIYANEH,37.808,47.558,10,,5,,584,,,
2019,11,11,FRANCE,"FRANCE:  LE TEIL, SAINT-THOME, VIVIERS",44.612,4.638,10,4.8,,,4,59.4,,900
2019,11,12,INDONESIA,INDONESIA:  MALUKU:  AMBON,-3.61,128.299,50,5,2,,3,,,
2019,11,14,INDONESIA,INDONESIA:  MOLUCCA ISLANDS:  N,1.6,126.416,33,7.1,1,,3,,,36
2019,11,18,PHILIPPINES,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.625,124.912,,5.9,,,16,,61,379
2019,11,25,CHINA,CHINA:  GUANGXI PROVINCE,22.96,106.711,10,5,1,,4,,,
2019,11,26,ALBANIA,"ALBANIA:  DURRES, THUMANE, TIRANA",41.521,19.559,20,6.4,51,,2000,1081,11000,83000
2019,12,15,PHILIPPINES,PHILIPPINES:  MINDANAO:  DAVAO,6.708,125.188,22,6.8,13,1,210,,4546,21495
2019,12,18,CHINA,CHINA:  SICHUAN PROVINCE: NEIJIANG,29.639,104.946,10,5.2,,,18,,,780
2020,1,7,USA TERRITORY,"PUERTO RICO:  PONCE,SAN JUAN",17.916,-66.813,10,6.4,4,,,800,300,1390
2020,1,19,CHINA,CHINA:  XINJIANG PROVINCE,39.831,77.106,6,6,1,,2,,,
2020,1,24,TURKEY,TURKEY:  ELAZIG AND MALATYA PROVINCES,38.39,39.081,12,6.7,41,,1600,,76,
2020,1,28,CUBA,CUBA: GRANMA;  CAYMAN IS;  JAMAICA,19.44,-78.755,10,7.7,,,,,1,
2020,2,23,IRAN,TURKEY: VAN;  IRAN,38.482,44.367,10,6,10,,60,,255,600
2020,3,10,INDONESIA,"INDONESIA:  JAVA:  SUKABUMI, BOGOR",-6.808,106.676,23,5,,,4,,,1137
2020,3,18,USA,UTAH,40.751,-112.078,12,5.7,,,,100,,
2020,3,22,CROATIA,BALKANS NW:  CROATIA:  ZAGREB,45.897,15.966,10,5.4,1,,27,1800,6305,20000
2020,3,25,RUSSIA,RUSSIA:  KURIL ISLANDS,48.986,157.693,57,7.5,,,,,,
2020,4,1,CHINA,CHINA:  QINGHAI PROVINCE,33.124,98.916,10,5.3,,,,11.28,,790
2020,5,2,GREECE,GREECE:  CRETE,34.205,25.712,17,6.6,,,,,,
2020,5,7,IRAN,"IRAN:  TEHRAN, DAMAVAND",35.725,52.044,10,4.6,2,,22,,,
2020,5,18,CHINA,CHINA:   YUNNAN PROVINCE:  QIAOJIA,27.296,103.281,10,5.2,4,,24,17,,
2020,5,29,INDONESIA,INDONESIA:  JAVA:  IJEN,-8.058,114.242,,,1,,,,,
2020,6,4,INDONESIA,INDONESIA: NORTH MALUKU: MOROTAI,2.923,128.248,107,6.4,,,,,14,298
2020,6,7,PERU,PERU:  COAST:  CHIMBOTE,-9.634,-78.591,57,4.5,1,,,,,
2020,6,14,TURKEY,TURKEY:  BINGOL,39.421,40.697,10,5.9,1,,35,,,
